Count Start Date,Road Name,Carriageway Start Name,Carriageway End Name,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total,latitude,longitude
2018-02-14,ESCOTT RD,BLACKBRIDGE RD,CUL-DE-SAC,478.0,473.0,471.0,450.0,50,,51,,59,1830.0,0.94,0.03,0.02,0.01,0.0,0.03,-36.690978910372046,174.61851130202325
2018-02-14,VAUGHANS RD,OKURA RIVER RD,WIDTH CHANGE,702.0,700.0,767.0,620.0,61,,73,,77,,0.93,0.02,0.02,0.02,0.01,0.05,-36.68693979339309,174.7251188228091
2018-02-14,HOBSON RD,STATE HIGHWAY 17,RIDGE RD,989.0,902.0,750.0,616.0,154,730.0,71,,120,1830.0,0.92,0.02,0.04,0.02,0.0,0.06,-36.72218414958074,174.6771442287893
2018-02-14,MOIRE RD,ROYAL RD,WIDMORE DR,10975.0,10411.0,9469.0,8534.0,841,,694,,936,,0.94,0.0,0.03,0.01,0.0,0.04,-36.832143302290746,174.62182858013233
2018-02-14,MT ALBERT RD (THREE KINGS) (CWC),PAH RD,CROWN ST,27428.0,26016.0,23990.0,20984.0,1934,,1984,,2228,,0.92,0.01,0.03,0.02,0.0,0.06,-36.91111065073043,174.77142742031683
2018-02-14,RICHARDSON RD (MT ROSKILL),GLASS RD,MCKINNON ST,9197.0,8756.0,7981.0,7327.0,1056,,622,,856,,0.96,0.0,0.03,0.0,0.0,0.03,-36.92325577528052,174.7412853660968
2018-02-14,LONELY TRACK RD (ALBANY),EAST COAST RD,GILLS RD,2909.0,2714.0,2505.0,1949.0,356,700.0,207,1115.0,382,,0.92,0.01,0.03,0.02,0.0,0.05,-36.70503047995326,174.71700422825387
2018-02-14,RICHARDSON RD (MT ROSKILL),MCKINNON ST,ROGAN ST,9028.0,8565.0,7730.0,7086.0,1055,,635,,881,,0.97,0.0,0.02,0.0,0.0,0.02,-36.92460927707731,174.74548116511647
2018-02-14,STODDARD RD,TORY ST,DENNY AVE,15368.0,14904.0,14561.0,12929.0,908,,1170,,1400,,0.96,0.0,0.02,0.01,0.0,0.04,-36.90612751607832,174.7316138838094
2018-02-15,HARDLEY AVE (TINDALLS BAY),WHANGAPARAOA RD,TINDALLS BAY RD,316.0,319.0,269.0,382.0,31,730.0,42,,61,1830.0,0.95,0.02,0.02,0.01,0.0,0.03,-36.62076496207517,174.7715024482999
2018-02-15,LEIGH RD (LEIGH),OMAHA VALLEY RD,RURAL_URBAN,3054.0,3225.0,4025.0,3278.0,268,,417,,383,,0.93,0.02,0.04,0.01,0.0,0.05,-36.31671220759341,174.74782091271396
2018-02-15,BALMORAL RD (SANDRINGHAM),ARABI ST,WIDTH CHANGE (LIGHTPOLE RHS),24233.0,23817.0,24178.0,21377.0,1658,,1968,,2081,,0.91,0.01,0.03,0.03,0.0,0.06,-36.885753955624914,174.7410839169882
2018-02-15,STREDWICK DR,SUMMIT DR,MARINA RD,1423.0,1354.0,1268.0,1097.0,144,,122,,150,,0.86,0.01,0.11,0.02,0.0,0.13,-36.69794995034484,174.74152811007238
2018-02-15,WAINUI RD (EAST),SILVERDALE ST,URBAN_RURAL,2753.0,2550.0,2304.0,1781.0,252,,253,,352,,0.92,0.01,0.04,0.02,0.01,0.07,-36.61502332174776,174.67746984941425
2018-02-15,WRIGHT RD 2 (REDVALE),AWANOHI RD,ALBANY HEIGHTS RD,288.0,281.0,310.0,213.0,38,,30,1130.0,42,1415.0,0.95,0.01,0.04,0.0,0.0,0.04,-36.69681019738885,174.69687497404027
2018-02-15,LEIGH RD (LEIGH),TAKATU RD,OMAHA VALLEY RD,3891.0,4064.0,4983.0,4009.0,331,,539,,451,,0.88,0.02,0.07,0.02,0.01,0.1,-36.333520916134745,174.73378005629607
2018-02-15,BAWDEN RD (RURAL),OREGON PARK,TOP RD,880.0,813.0,700.0,590.0,111,,74,,99,,0.91,0.02,0.05,0.02,0.0,0.07,-36.67099711841806,174.6686472977003
2018-02-15,FROST RD 2 (MATHESON BAY),LEIGH RD,GATE,77.0,77.0,62.0,94.0,13,730.0,14,,15,1830.0,0.94,0.01,0.03,0.02,0.0,0.05,-36.29557184473941,174.78998683122012
2018-02-16,MARLBOROUGH AVE,MULBERRY PL,CHEQUERS AVE,1115.0,1079.0,1026.0,948.0,137,,102,,115,,0.98,0.0,0.01,0.01,0.0,0.02,-36.78469836320015,174.72598591943643
2018-02-16,DAIRY FLAT HIGHWAY,START PASSING LANE,END PASSING LANE,11640.0,10745.0,9396.0,7617.0,1047,,899,,1358,,0.87,0.02,0.07,0.03,0.01,0.11,-36.702405574360554,174.6651171766811
2018-02-16,ST LUKES RD,END DIVIDED MEDIAN,JESMOND TCE (MANHOLE LHS),27885.0,27567.0,28667.0,24879.0,1678,,2245,,2236,,0.92,0.01,0.03,0.02,0.0,0.05,-36.87716367293647,174.72629227405514
2018-02-16,UNIVERSAL DR,MEADOWCROFT WAY,LINCOLN GARDEN CL,23459.0,23047.0,23418.0,20619.0,1473,,1700,,1779,,0.92,0.01,0.04,0.01,0.0,0.06,-36.85913885627444,174.61456947375913
2018-02-16,KAWERAU AVE,LAKE RD,REGENT ST,875.0,844.0,774.0,760.0,82,730.0,72,,98,1830.0,0.94,0.01,0.05,0.0,0.0,0.05,-36.8138810095484,174.7914024129757
2018-02-16,ST LUKES RD,FOWLDS AVE,CORNWALLIS ST,22014.0,21671.0,22168.0,19461.0,1385,,1826,,1867,,0.91,0.01,0.02,0.03,0.0,0.05,-36.88455620840368,174.7348517335574
2018-02-16,SARTORS AVE,NORTHCROSS_SHERWOOD BNDRY,ROBIN LANE,3896.0,3602.0,3241.0,2492.0,552,,343,,397,,0.97,0.0,0.02,0.01,0.0,0.03,-36.71491374844163,174.7304017191519
2018-02-16,MAYS ST,BAYSWATER AVE,KERR ST,303.0,299.0,293.0,285.0,51,,41,,40,,0.96,0.0,0.04,0.0,0.0,0.04,-36.83056735346138,174.8007839992608
2018-02-16,MANUKAU RD (CWC),GOODLAND ST,DOMAIN ENTRANCE,13684.0,13558.0,14227.0,12261.0,1172,,1242,,1283,,0.94,0.0,0.03,0.01,0.0,0.04,-36.90583412548932,174.774694926242
2018-02-16,DOMINION RD (MT EDEN),WEMBLEY RD,LAMBETH RD,24072.0,23520.0,23425.0,20852.0,1617,,1719,,1943,,0.93,0.0,0.04,0.01,0.0,0.06,-36.89538160116123,174.74468051113178
2018-02-17,GLENBROOK RD,GLENVALE WAY,KLIPSCH RD,10432.0,9686.0,8241.0,7400.0,866,745.0,671,1115.0,990,1500.0,0.9,0.02,0.06,0.01,0.01,0.07,-37.175743509989935,174.78721907449685
2018-02-17,SURFDALE RD,TETLEY RD,MARAMA AVE,8656.0,8342.0,8198.0,6917.0,789,,806,,877,,0.92,0.01,0.04,0.01,0.0,0.06,-36.79117830287381,175.0233214173467
2018-02-17,ONETANGI RD,O'BRIEN RD,WAIATA RD,5597.0,5586.0,5946.0,5169.0,465,,580,,514,,0.89,0.01,0.06,0.02,0.0,0.07,-36.79940643816405,175.0746219645702
2018-02-17,WHAKARITE RD,WAITAI RD,HOMAI RD,1476.0,1448.0,1508.0,1247.0,157,,156,,135,,0.92,0.02,0.03,0.0,0.0,0.03,-36.792632324011365,175.0484176164134
2018-02-17,TAHI RD,OSTEND RD,POTO RD,2722.0,2321.0,1668.0,970.0,288,,341,,286,,0.92,0.01,0.03,0.01,0.0,0.04,-36.79513028713144,175.05512986174554
2018-02-17,WAIATA RD,ONETANGI RD,TRIG HILL RD,610.0,580.0,558.0,450.0,68,,79,,74,,0.9,0.01,0.06,0.0,0.0,0.07,-36.79681999113307,175.0797634926805
2018-02-17,WHANGAPARAOA RD,ARKLES DR,RAKINO AVE,22513.0,21946.0,21949.0,19108.0,1631,,1876,,1890,,0.95,0.01,0.03,0.01,0.0,0.04,-36.63960028172119,174.7540715129127
2018-02-17,WHANGAPARAOA RD,BRIXTON RD,BEACH RD,17008.0,16655.0,16862.0,14679.0,1259,,1423,,1485,,0.95,0.01,0.03,0.01,0.0,0.04,-36.633366540868266,174.76358193419134
2018-02-17,WHANGAPARAOA RD,RAKINO AVE,ZEALANDIA RD,19460.0,19006.0,19060.0,16684.0,1427,,1612,,1707,,0.96,0.01,0.02,0.01,0.0,0.03,-36.63858267945277,174.7595065844655
2018-02-17,WHANGAPARAOA RD,ROBERTS RD,GULF HARBOUR DR,14119.0,13838.0,13982.0,12288.0,1184,,1177,,1245,,0.96,0.01,0.02,0.01,0.0,0.03,-36.61382522510484,174.77507813595903
2018-02-18,COLLINGWOOD RD,KITCHENER RD,HYLAND PL,7530.0,7045.0,6052.0,5611.0,602,830.0,548,930.0,695,,0.88,0.02,0.09,0.0,0.0,0.1,-37.24211095611586,174.74823511702232
2018-02-18,BARRIBALL RD,WAIUKU RD,BALDHILL RD,70.0,67.0,62.0,58.0,10,645.0,10,1015.0,15,,0.87,0.05,0.06,0.0,0.0,0.07,-37.23727924051877,174.7773422455752
2018-02-18,AWHITU RD,TAURANGARURU RD,MARAE O REHIA RD,4563.0,4433.0,4217.0,4001.0,430,715.0,396,1015.0,402,,0.91,0.03,0.05,0.0,0.0,0.06,-37.240482631490686,174.7097671678847
2018-02-18,AWHITU RD,MAYHEAD RD,RIDGELEY RD,3624.0,3561.0,3466.0,3340.0,383,715.0,318,1015.0,330,,0.9,0.03,0.06,0.0,0.0,0.07,-37.22347977297356,174.7006821832976
2018-02-18,BOUNDARY RD (WAIPIPI),KOHEKOHE-KARIOITAHI RD,AWHITU RD,142.0,126.0,98.0,77.0,19,900.0,22,930.0,18,,0.64,0.02,0.3,0.02,0.01,0.33,-37.218626106460334,174.69283069818542
2018-02-18,TAURANGARURU RD,URBAN RURAL,REWAREWA RD,555.0,524.0,466.0,430.0,77,845.0,52,1300.0,63,1615.0,0.91,0.04,0.04,0.01,0.0,0.05,-37.242584468585804,174.71026560118725
2018-02-18,HAMLIN RD (AWHITU),LEES GULLY RD,J.RENALL RD,15.0,13.0,4.0,7.0,3,730.0,4,1000.0,5,1500.0,0.78,0.02,0.17,0.0,0.01,0.18,-37.15841431752898,174.64060923998332
2018-02-18,GLEESON RD,AWHITU RD,KOHEKOHE-KARIOITAHI RD,232.0,223.0,213.0,189.0,25,745.0,29,1115.0,29,1500.0,0.9,0.03,0.06,0.0,0.0,0.07,-37.19667099851596,174.67630763971601
2018-02-18,SANDSPIT RD (WAIUKU),KING ST (LHS),BAY VIEW DR,2754.0,2482.0,1131.0,2476.0,420,845.0,297,1145.0,410,1415.0,0.96,0.01,0.02,0.0,0.0,0.03,-37.243942980248214,174.72224646555475
2018-02-18,KOHEKOHE-KARIOITAHI RD,CORONATION RD,BOUNDARY RD (STRAINER POST RHS),73.0,69.0,53.0,67.0,7,600.0,10,,15,,0.78,0.03,0.13,0.02,0.02,0.17,-37.23141615151583,174.66418164495582
2018-02-18,CONSTABLE RD (WAIUKU),KING ST,LEONARD ST,6689.0,6371.0,5889.0,5263.0,648,830.0,560,930.0,731,,0.93,0.01,0.05,0.0,0.0,0.06,-37.24883287544399,174.72809647723716
2018-02-18,KITCHENER RD (WAIUKU),COLLINGWOOD RD (AT TEE),HAMILTON DR (ISLAND),14855.0,13994.0,12658.0,11025.0,1197,,1105,,1362,,0.91,0.02,0.06,0.0,0.0,0.07,-37.246212976010625,174.73959252885655
2018-02-18,KING ST (WAIUKU),EDGEWATER PDE,SANDSPIT RD,9317.0,8848.0,7987.0,7363.0,909,645.0,712,1100.0,877,1545.0,0.94,0.02,0.03,0.0,0.0,0.04,-37.2460088660761,174.72335325061184
2018-02-18,AWHITU RD,GORDON RD,TE TORO RD,2405.0,2450.0,2559.0,2570.0,220,715.0,248,1015.0,284,,0.89,0.04,0.07,0.0,0.0,0.08,-37.18927212244828,174.68196837413797
2018-02-18,KARIOITAHI RD,KOHEKOHE-KARIOITAHI RD,END,786.0,1043.0,1608.0,1760.0,101,645.0,193,1100.0,179,1545.0,0.93,0.02,0.05,0.0,0.0,0.05,-37.273182792290434,174.678837606546
2018-02-18,J.RENALL RD,AWHITU RD,HAMLIN RD (POWERPOLE RHS),53.0,47.0,34.0,33.0,10,645.0,8,1100.0,8,1545.0,0.91,0.03,0.05,0.0,0.0,0.05,-37.17148355833093,174.61633830073978
2018-02-18,AWHITU RD,KOHEKOHE-KARIOITAHI RD,COOPER RD,1446.0,1508.0,1644.0,1681.0,125,715.0,173,1015.0,202,,0.87,0.04,0.08,0.01,0.0,0.09,-37.18460449319068,174.64790092264582
2018-02-19,TE PAI PL,LINCOLN RD,WAIPAREIRA AVE,8888.0,8015.0,6375.0,5290.0,810,,603,,845,,0.95,0.0,0.03,0.01,0.0,0.04,-36.8621219625605,174.63109950777562
2018-02-19,ORANGA AVE,WAITANGI RD,RAWHITI RD,5145.0,4512.0,3322.0,2539.0,590,,319,,819,,0.96,0.01,0.03,0.0,0.0,0.03,-36.90926671018709,174.79995015559214
2018-02-19,LONELY TRACK RD (ALBANY),EAST COAST RD,GILLS RD,2620.0,2461.0,2167.0,1964.0,294,700.0,200,1115.0,385,,0.9,0.0,0.05,0.02,0.0,0.07,-36.70721510192547,174.71176891909496
2018-02-19,HULL RD (WAIUKU),SPEED DERESTRICTION,TOWERS RD (CITY BOUNDARY),601.0,584.0,587.0,496.0,57,,84,,78,,0.91,0.03,0.06,0.0,0.0,0.06,-37.263426179620154,174.7384661445737
2018-02-19,BIG BAY RD,GRAHAMS BEACH RD,TEAROE RD (POWERPOLE RHS),205.0,251.0,380.0,347.0,25,,62,,56,1745.0,0.86,0.05,0.07,0.01,0.01,0.09,-37.056943047397816,174.64971250481946
2018-02-19,KIWI ESP,SHORTT AVE,BOYD AVE (AT TEE),753.0,881.0,1298.0,1101.0,89,,113,,133,,0.92,0.01,0.02,0.0,0.0,0.03,-36.940406686896225,174.7766756292005
2018-02-19,SWANSON RD (HENDERSON),LINCOLN RD (MANHOLE RHS),STURGES RD,26979.0,25783.0,24380.0,21209.0,1918,,1849,,2187,,0.93,0.01,0.02,0.02,0.0,0.05,-36.87462869733502,174.62679921661294
2018-02-19,FIELDS PARADE,OTEHA VALLEY RD,JOHN JENNINGS DR,1979.0,1899.0,1818.0,1579.0,241,,161,,203,,0.97,0.0,0.03,0.0,0.0,0.03,-36.71431918048776,174.72167807698452
2018-02-19,AWHITU RD,TINDALL RD,KEMP RD,1184.0,1304.0,1527.0,1681.0,105,715.0,203,1015.0,195,,0.88,0.04,0.07,0.01,0.01,0.08,-37.115591473248074,174.6084637884258
2018-02-19,AWHITU CENTRAL RD,AWHITU RD (SIGN LHS),KEMP RD,108.0,128.0,169.0,187.0,12,715.0,25,1015.0,27,,0.81,0.06,0.11,0.01,0.0,0.13,-37.082016397778744,174.62305376849238
2018-02-19,G.IRWIN RD,MANUKAU HEADS RD (SIGN RHS),END (GATE),16.0,14.0,13.0,7.0,4,745.0,9,1115.0,5,1500.0,0.78,0.0,0.02,0.02,0.0,0.04,-37.07493963604047,174.56686123698907
2018-02-19,TRAM GULLY RD,AWHITU CENTRAL RD,ORUA BAY RD,498.0,586.0,751.0,862.0,51,845.0,112,1300.0,91,1615.0,0.87,0.04,0.08,0.0,0.0,0.09,-37.075912145454325,174.62189996647783
2018-02-19,CEMETERY RD (AWHITU),POLLOK WHARF RD (SPEED RESTRICT),GIVEN RD,104.0,109.0,119.0,123.0,17,830.0,18,,15,,0.86,0.04,0.05,0.02,0.03,0.1,-37.14887211255675,174.6214191392073
2018-02-19,HAMILTON RD (AWHITU),END OF SEAL,START OF SEAL,67.0,73.0,104.0,69.0,10,645.0,12,1115.0,19,1500.0,0.74,0.01,0.11,0.1,0.02,0.23,-37.11002615799249,174.57181548445195
2018-02-19,MANUKAU HEADS RD,AWHITU CENTRAL RD,HAMILTON RD SLIP (SIDE CULVERT RHS),252.0,298.0,399.0,424.0,26,600.0,57,1230.0,63,,0.84,0.03,0.09,0.01,0.01,0.12,-37.09479682194511,174.58376523455493
2018-02-19,WAIUKU RD,MASTERS RD,SPEED RESTRICTION,6837.0,6549.0,6192.0,5466.0,632,845.0,576,1300.0,676,1830.0,0.91,0.02,0.06,0.0,0.0,0.06,-37.25112952116901,174.75455444391338
2018-02-19,LINCOLN RD (HENDERSON),FAIRDENE AVE,MOSELLE AVE,31773.0,30638.0,29716.0,25890.0,2061,,2400,,2434,,0.91,0.02,0.02,0.03,0.01,0.06,-36.864819517485365,174.62894694005905
2018-02-19,WAIUKU-OTAUA RD,CEMETERY RD,MISA RD (CITY BOUNDARY),2698.0,2619.0,2402.0,2443.0,271,845.0,227,1300.0,261,1830.0,0.88,0.03,0.08,0.0,0.0,0.09,-37.26706922789459,174.75239824088035
2018-02-19,ORUA BAY RD,GRAHAMS BEACH RD,BOILER GULLY RD,210.0,261.0,342.0,435.0,23,600.0,64,1230.0,52,1645.0,0.89,0.03,0.07,0.01,0.0,0.08,-37.06694883060443,174.61228355219208
2018-02-19,POLLOK WHARF RD,AWHITU RD,SPEED DERESTRICTION (CEMETERY RD),119.0,111.0,103.0,83.0,18,845.0,17,945.0,18,,0.8,0.03,0.1,0.01,0.03,0.14,-37.139855112964426,174.6197180006664
2018-02-19,MAIORO ST EXTN STHBND,STODDARD RD,MOTORWAY ON RAMP,23990.0,23556.0,23091.0,21850.0,1583,,1749,,1819,,0.92,0.01,0.03,0.02,0.0,0.06,-36.903024094974434,174.72437204287803
2018-02-19,MANUKAU RD (CWC),QUEEN MARY AVE,GREEN LANE WEST (LHS),29038.0,27976.0,26803.0,23840.0,2288,,2075,,2140,,0.93,0.01,0.03,0.01,0.0,0.05,-36.8927564015859,174.77465012951677
2018-02-19,BOILER GULLY RD,ORUA BAY RD,MANUKAU HEADS RD,65.0,81.0,124.0,115.0,11,700.0,23,945.0,16,,0.85,0.02,0.13,0.01,0.0,0.13,-37.06689353171034,174.60839070730657
2018-02-19,NEW NORTH RD,MT ALBERT RD,MCLEAN ST,17380.0,17151.0,17112.0,16042.0,1127,,1339,,1354,,0.95,0.0,0.02,0.01,0.0,0.03,-36.88785554975857,174.7118334112378
2018-02-20,SANDSPIT RD (SANDSPIT),VIPONDS CULVERT,HAMILTON RD,8965.0,8498.0,7760.0,6903.0,700,,821,,798,,0.94,0.02,0.03,0.01,0.0,0.04,-36.393282833117624,174.66616906215827
2018-02-20,OSTRICH RD,EGGLETON RD,CUFF RD,1931.0,1778.0,1525.0,1267.0,207,600.0,127,1230.0,217,1645.0,0.84,0.02,0.12,0.01,0.01,0.14,-37.16963608169846,174.844040959276
2018-02-20,SHAKESPEAR RD 0 to 548 m,WHANGAPARAOA RD,GULF HARBOUR DR,2727.0,2666.0,2584.0,2439.0,309,,222,,272,,0.94,0.01,0.04,0.01,0.0,0.05,-36.605927544810825,174.80339478655176
2018-02-20,TITI RD,WAIUKU RD,PILGRIM RD,1155.0,1084.0,1004.0,809.0,136,845.0,94,1300.0,138,1615.0,0.84,0.02,0.12,0.0,0.0,0.13,-37.21565953170573,174.81050772449473
2018-02-20,PATUMAHOE RD,WAIUKU RD,POLLOCK RD,3027.0,2882.0,2726.0,2314.0,282,,260,,336,,0.84,0.03,0.1,0.01,0.02,0.14,-37.223108507120855,174.86824388216272
2018-02-20,KINGSEAT RD,FLETCHER LANE,DAY RD (POWERPOLE LHS),3209.0,3034.0,2781.0,2412.0,323,,271,,320,,0.9,0.03,0.05,0.01,0.01,0.07,-37.1862008376373,174.82372753983313
2018-02-20,ST STEPHENS AVE,CORUNNA AVE,BURROWS AVE,7406.0,5290.0,0.0,0.0,1164,,814,1300.0,1296,,0.97,0.0,0.02,0.01,0.0,0.03,-36.85791354459972,174.78528490461505
2018-02-20,OSTRICH RD,GLENBROOK RD,OSTRICH FARM RD,1895.0,1733.0,1448.0,1208.0,214,600.0,125,1230.0,225,1645.0,0.86,0.02,0.1,0.01,0.0,0.11,-37.15633820782598,174.8587055230219
2018-02-20,PATUMAHOE RD,POLLOCK RD,ROGERS RD,4457.0,4188.0,3815.0,3215.0,428,600.0,348,1230.0,478,1645.0,0.86,0.02,0.08,0.01,0.02,0.11,-37.2177654637937,174.86357042206305
2018-02-20,WHANGAPARAOA RD,GULF HARBOUR DR,SIESTA TCE,5726.0,5795.0,6269.0,5667.0,508,,573,,551,,0.95,0.01,0.03,0.01,0.0,0.04,-36.60942065530218,174.78271404660828
2018-02-20,GLADSTONE RD (PARNELL),AVON ST,STRATFORD ST,9918.0,9048.0,7301.0,6447.0,1000,,699,,1128,,0.96,0.0,0.03,0.01,0.0,0.04,-36.85310904486809,174.78650782588483
2018-02-20,MCFARLAND ST,REMUERA RD,GRAND DR,3230.0,2985.0,2529.0,2216.0,410,700.0,230,1115.0,326,,0.95,0.0,0.03,0.01,0.0,0.03,-36.87824371608462,174.82587921884024
2018-02-20,SPEDDING RD,TRIG RD,MAMARI RD,286.0,285.0,302.0,266.0,44,,34,1230.0,38,,0.92,0.02,0.05,0.01,0.0,0.06,-36.80267807554972,174.61384268827777
2018-02-20,UNION RD (PATUMAHOE),PATUMAHOE RD,TITI RD,992.0,889.0,706.0,561.0,136,845.0,106,1300.0,113,1615.0,0.87,0.02,0.09,0.01,0.01,0.11,-37.20614835137968,174.82301318600284
2018-02-20,PARK AVE (PAPATOETOE),LENDENFELD DR,CLAUDE AVE,2964.0,2733.0,2305.0,2006.0,336,,229,,325,,0.97,0.0,0.02,0.0,0.0,0.02,-36.97926898679338,174.83667181190046
2018-02-20,STANMORE BAY RD 1052 to 1287 m,MELANDRA RD,BRIGHTSIDE RD,6507.0,6042.0,5067.0,4693.0,720,,479,,732,,0.96,0.01,0.02,0.01,0.0,0.03,-36.62675220677874,174.74694740856037
2018-02-20,LINCOLN RD (HENDERSON),WIDTH CHANGE (LPOLE LHS),PARAMOUNT DR,45911.0,45272.0,46046.0,41305.0,2887,,3296,,3256,,0.88,0.02,0.04,0.04,0.01,0.08,-36.85563049478098,174.62990717437827
2018-02-20,LINCOLN RD (HENDERSON),POMARIA RD,POINSETTIA PL,32579.0,31805.0,31713.0,28027.0,2018,,2601,,2521,,0.9,0.02,0.02,0.03,0.01,0.06,-36.86121567840804,174.6294873796966
2018-02-20,GULF HARBOUR DR 632 to 1240 m,ASTROLABE PL,LAURIE SOUTHWICK PDE,8238.0,8043.0,7776.0,7337.0,770,,680,,767,,0.94,0.01,0.04,0.01,0.0,0.05,-36.61147897083242,174.78971586876506
2018-02-20,STANMORE BAY RD,POLKINGHORNE DR,GRANDVIEW RD,4550.0,4288.0,3788.0,3479.0,483,,364,,474,,0.95,0.01,0.03,0.01,0.0,0.04,-36.6322602214574,174.74874934370885
2018-02-21,FARQUHAR RD,FELGROVE ST,PHELPS PL,2450.0,2271.0,1978.0,1665.0,209,700.0,173,1115.0,244,,0.93,0.01,0.05,0.0,0.0,0.06,-36.892730224585705,174.65210729048349
2018-02-21,FINLOW DR,MCLEOD RD,DIVICH AVE,1504.0,1374.0,1113.0,989.0,190,700.0,132,1115.0,196,,0.96,0.0,0.02,0.0,0.0,0.03,-36.87760790060512,174.65063700916681
2018-02-21,UNIVERSAL DR,LINCOLN RD,SOLJAN DR,9428.0,8794.0,7712.0,6701.0,715,,821,,901,,0.94,0.0,0.03,0.02,0.0,0.05,-36.856923941179254,174.63154985203215
2018-02-21,KAMARA RD,WEST COAST RD,CAPRICORN PL,1590.0,1577.0,1681.0,1410.0,133,700.0,146,1115.0,145,,0.97,0.0,0.01,0.0,0.0,0.01,-36.91067852941018,174.63892388610964
2018-02-21,CLEARWATER COVE,REFLECTION DR,CLEARWATER COVE MARINA ACCESS,2275.0,2125.0,1809.0,1692.0,261,700.0,175,1115.0,268,,0.95,0.01,0.02,0.0,0.0,0.03,-36.810673457117915,174.64343665880634
2018-02-21,KAY RD (WAITAKERE),WAITAKERE RD,SUNNYVALE RD,674.0,641.0,568.0,546.0,69,700.0,56,1115.0,80,,0.93,0.01,0.04,0.01,0.0,0.05,-36.85838378405034,174.56454826716575
2018-02-21,BEACH RD (WAITAKERE),DURHAM ST,WAKAROA AVE,2594.0,2468.0,2237.0,2067.0,289,700.0,218,1115.0,263,,0.91,0.01,0.04,0.03,0.0,0.07,-36.83488519809508,174.65634547922798
2018-02-21,KEELING RD,HENDERSON VALLEY RD,AMOKURA ST,5021.0,4051.0,2045.0,1207.0,366,700.0,499,1115.0,464,,0.84,0.01,0.1,0.03,0.01,0.14,-36.886110206596584,174.62693062985232
2018-02-21,KENNEDYS RD,SH 16,END (POWERPOLE LHS),63.0,62.0,71.0,49.0,10,645.0,15,,12,1830.0,0.95,0.01,0.04,0.0,0.0,0.04,-36.792723844649736,174.59671068450902
2018-02-21,MOORE ST (GLENFIELD),MCDOWELL CRES,MANNERING PL,2871.0,2686.0,2237.0,2208.0,543,,205,,304,,0.97,0.0,0.03,0.0,0.0,0.03,-36.799238848596595,174.731456752383
2018-02-21,KEELING RD,RUPEKE PL,END,1101.0,916.0,488.0,421.0,106,700.0,132,1115.0,125,,0.83,0.01,0.1,0.03,0.0,0.13,-36.88478982629752,174.6226387055127
2018-02-21,PARRS CROSS RD,BRUCE MCLAREN RD,LEGACY DR,20964.0,19616.0,17599.0,14890.0,1872,700.0,1443,1115.0,2028,,0.94,0.01,0.04,0.01,0.0,0.05,-36.90429445918254,174.6226925881476
2018-02-21,WAITEITEI RD,DAY RD,POOL RD,2722.0,2851.0,2900.0,3447.0,232,,355,,317,,0.92,0.03,0.03,0.01,0.01,0.05,-36.24614956416216,174.5758349233704
2018-02-21,WAITEITEI RD,WHANGARIPO VALLEY RD,DAY RD,2783.0,2902.0,2950.0,3447.0,239,,362,,332,,0.92,0.04,0.02,0.01,0.01,0.04,-36.26726467756302,174.56461529038182
2018-02-21,MANGAWHAI RD 10167 to 13005 m,BRADDICK RD,STANIFORTH RD,3296.0,3429.0,3517.0,4005.0,278,,413,,388,,0.9,0.04,0.04,0.01,0.01,0.06,-36.1860275617745,174.58022292149164
2018-02-21,WIRIHANA RD,KAURIMU RISE,KONINI RD,919.0,851.0,718.0,644.0,127,700.0,65,1115.0,105,,0.94,0.0,0.03,0.01,0.0,0.04,-36.93084188186353,174.64738325410778
2018-02-21,KINGSWAY RD,KAURI RD,THE TERRACE,2236.0,2207.0,2210.0,2060.0,176,645.0,206,,216,1830.0,0.91,0.02,0.06,0.01,0.0,0.07,-36.77763999487553,174.64787413162767
2018-02-22,QUEENS PARADE,GARDEN TCE,HUIA ST,2724.0,2516.0,2090.0,1899.0,234,,275,,381,,0.96,0.0,0.03,0.01,0.0,0.04,-36.83179946729239,174.792616360403
2018-02-22,ROLAND RD,GREENHITHE RD,WAIPUIA PL,2244.0,2190.0,2045.0,2070.0,200,,216,,237,,0.94,0.01,0.05,0.0,0.0,0.05,-36.77384508412532,174.6717817888652
2018-02-22,PARK HILL RD (GLENFIELD) 2,WIDTH CHANGE,BERNE PL,2075.0,1971.0,1864.0,1555.0,234,700.0,173,1115.0,239,,0.94,0.01,0.03,0.01,0.0,0.04,-36.80112853861386,174.72112032361736
2018-02-22,AIO WIRA RD,TE HENGA RD,END,49.0,43.0,20.0,33.0,11,700.0,9,1115.0,16,,0.95,0.0,0.03,0.0,0.0,0.04,-36.871670111230266,174.51515271322623
2018-02-22,PARK HILL RD (GLENFIELD),WIDTH CHANGE,BERNE PL,1839.0,1733.0,1599.0,1338.0,223,700.0,157,1115.0,211,,0.95,0.01,0.02,0.01,0.0,0.03,-36.80272336440757,174.71866770330948
2018-02-22,TARGET RD,SUNSET RD,CHEVAL DR,11959.0,11008.0,9380.0,7879.0,1150,,934,,1000,,0.95,0.0,0.04,0.01,0.0,0.05,-36.76905927671466,174.73716384756665
