Road Name,Carriageway Start Name,Carriageway End Name,Description (location of traffic count),Direction,Count Start Date,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total
WAIUKU-OTAUA RD,CEMETERY RD,MISA RD (CITY BOUNDARY),E1755381  N5874061,Both,2018/2/19,2698,2619,2402,2443,271,845,227,1300,261,1830,88%,3%,8%,0%,0%,9%
WALTERS RD (KARAKA),LINWOOD RD,BLACKBRIDGE RD,E1769296  N5893018,Both,2018/2/7,2983,2518,1423,1286,479,845,348,1300,224,1830,89%,1%,10%,0%,0%,10%
WRIGHT RD (KINGSEAT),MCKENZIE RD,MATHESON WAY,E1757628  N5889931,Both,2018/2/7,338,306,241,212,38,845,29,1115,44,1445,89%,2%,6%,1%,0%,7%
BALMORAL RD (MT EDEN),MORVERN RD,FERRYHILL RD,E1757217  N5915810,Both,2018/2/14,25091,24127,23256,20177,1677,,1858,,2158,,90%,2%,2%,3%,1%,6%
BALMORAL RD (SANDRINGHAM),ARABI ST,WIDTH CHANGE (LIGHTPOLE RHS),E1755153  N5916386,Both,2018/2/15,24233,23817,24178,21377,1658,,1968,,2081,,91%,1%,3%,3%,0%,6%
CARLTON ST,HILLSBOROUGH RD,VIKING AVE,E1756686  N5912408,Both,2018/2/13,3609,3343,2840,2514,293,,266,,581,,94%,0%,3%,0%,0%,4%
CENTRAL PARK DR,COLLARD PL,SOLJAN DRIVE (EAST),E1745704  N5920259,Both,2018/2/9,16948,14741,10607,7845,1405,,1410,,1473,,92%,1%,6%,1%,0%,7%
CENTRAL PARK DR,PARAMOUNT DR,TONY ST,E1745830  N5920205,Both,2018/2/9,16898,14694,10514,7852,1452,,1432,,1505,,92%,1%,5%,1%,0%,7%
CENTRAL PARK DR,SWAN LANE,SCHOOL RD (LPOLE LHS),E1745937  N5918611,Both,2018/2/9,14592,13107,10278,8507,1287,,1111,,1443,,95%,1%,4%,1%,0%,4%
DOMINION RD (MT EDEN),WEMBLEY RD,LAMBETH RD,E1755454  N5915312,Both,2018/2/16,24072,23520,23425,20852,1617,,1719,,1943,,93%,0%,4%,1%,0%,6%
DORNWELL RD,CARR RD,FRED WOODWARD PL,E1756083  N5913401,Both,2018/2/13,1360,1258,1136,870,139,,108,,196,,96%,0%,2%,0%,0%,3%
DUKE ST (THREE KINGS),CONNOLLY AVE,MT EDEN RD,E1756390  N5914786,Both,2018/2/13,5145,4846,4228,3967,485,,349,,494,,96%,0%,2%,1%,0%,3%
EDMONTON RD,MATUHI RISE,CENTRAL PARK DR,E1746034  N5917708,Both,2018/2/9,34126,31199,26216,21549,2436,,2474,,2746,,94%,0%,3%,1%,0%,5%
EDMONTON RD,VODAVONICH RD,STRID RD,E1746171  N5918381,Both,2018/2/9,22741,20960,18169,14842,1611,,1569,,1775,,94%,0%,3%,2%,0%,5%
ESPLANADE RD,PUKA ST,VIEW RD (LHS),E1756859  N5917751,Both,2018/2/13,6730,5908,4251,3455,683,,419,,775,,92%,0%,4%,2%,0%,6%
GREEN LANE WEST,CORNWALL PARK ENT (LHS),GREENLANE HOSPITAL ENT,E1758826  N5915503,Both,2018/2/14,25997,25449,25651,22510,1744,,2128,,1846,,90%,2%,3%,3%,0%,7%
HENDERSON VALLEY RD,ALBERT PRYOR AVE,SMYTHE RD (LHS),E1745170  N5917127,Both,2018/2/9,21618,19156,14564,11436,1693,,1646,,1743,,92%,0%,5%,2%,1%,7%
HENDERSON VALLEY RD,CORBAN AVE,SPODE PL,E1744460  N5915831,Both,2018/2/9,17975,16436,13769,11408,1601,,1263,,1631,,95%,1%,4%,1%,0%,5%
HENDERSON VALLEY RD,WOODRUFFE AVE,GARELJA RD,E1744967  N5916243,Both,2018/2/9,17066,15301,12181,9593,1436,,1224,,1557,,93%,1%,4%,1%,0%,6%
JUNIPER RD,SEQUOIA PL,TONKIN DR,E1755130  N5931040,Both,2018/2/28,2255,2028,1588,1331,314,,142,,324,,95%,0%,4%,1%,0%,5%
LINCOLN RD (HENDERSON),FAIRDENE AVE,MOSELLE AVE,E1745199  N5918885,Both,2018/2/19,31773,30638,29716,25890,2061,,2400,,2434,,91%,2%,2%,3%,1%,6%
LINCOLN RD (HENDERSON),POMARIA RD,POINSETTIA PL,E1745254  N5919284,Both,2018/2/20,32579,31805,31713,28027,2018,,2601,,2521,,90%,2%,2%,3%,1%,6%
LINCOLN RD (HENDERSON),WIDTH CHANGE (LPOLE LHS),PARAMOUNT DR,E1745302  N5919903,Both,2018/2/20,45911,45272,46046,41305,2887,,3296,,3256,,88%,2%,4%,4%,1%,8%
MAIORO ST EXTN STHBND,STODDARD RD,MOTORWAY ON RAMP,E1753629  N5914497,Both,2018/2/19,23990,23556,23091,21850,1583,,1749,,1819,,92%,1%,3%,2%,0%,6%
MANUKAU RD (CWC),GOODLAND ST,DOMAIN ENTRANCE,E1758107  N5914103,Both,2018/2/16,13684,13558,14227,12261,1172,,1242,,1283,,94%,0%,3%,1%,0%,4%
MANUKAU RD (CWC),QUEEN MARY AVE,GREEN LANE WEST (LHS),E1758130  N5915554,Both,2018/2/19,29038,27976,26803,23840,2288,,2075,,2140,,93%,1%,3%,1%,0%,5%
MELROSE RD EAST,MELROSE RD,CUL-DE-SAC,E1756361  N5912882,Both,2018/2/13,7583,7302,6915,6284,609,,547,,845,,96%,0%,2%,1%,0%,3%
MOIRE RD,ROYAL RD,WIDMORE DR,E1744626  N5922521,Both,2018/2/14,10975,10411,9469,8534,841,,694,,936,,94%,0%,3%,1%,0%,4%
MT ALBERT RD (THREE KINGS) (CWC),PAH RD,CROWN ST,E1757805  N5913523,Both,2018/2/14,27428,26016,23990,20984,1934,,1984,,2228,,92%,1%,3%,2%,0%,6%
MT EDEN RD,KINGSVIEW RD,BALMORAL RD (LHS),E1756843  N5916007,Both,2018/2/13,19344,18424,17338,14914,1403,,1285,,1571,,93%,0%,2%,2%,0%,5%
NEW NORTH RD,KINGSLAND AVE,WESTERN SPRINGS RD,E1754873  N5917723,Both,2018/2/23,16012,14706,12505,10380,1429,,1058,,1451,,92%,0%,3%,2%,0%,5%
NEW NORTH RD,MT ALBERT RD,MCLEAN ST,E1752542  N5916200,Both,2018/2/19,17380,17151,17112,16042,1127,,1339,,1354,,95%,0%,2%,1%,0%,3%
PARAMOUNT DR,LINCOLN RD,SOLJAN DR,E1745530  N5919999,Both,2018/2/9,2878,2414,1463,1043,301,,297,,343,,93%,0%,5%,1%,0%,7%
RICHARDSON RD (MT ROSKILL),GLASS RD,MCKINNON ST,E1755095  N5912225,Both,2018/2/14,9197,8756,7981,7327,1056,,622,,856,,96%,0%,3%,0%,0%,3%
RICHARDSON RD (MT ROSKILL),MCKINNON ST,ROGAN ST,E1755466  N5912068,Both,2018/2/14,9028,8565,7730,7086,1055,,635,,881,,97%,0%,2%,0%,0%,2%
RICHARDSON RD (MT ROSKILL),NASH RD,GLASS RD,E1754923  N5912323,Both,2018/2/13,8935,8565,7937,7341,1041,,637,,780,,97%,0%,2%,0%,0%,2%
SANDRINGHAM RD EXTN,SKEATES AVE,FARRELLY AVE,E1754104  N5914549,Both,2018/2/13,16532,16360,16459,15400,1090,,1249,,1334,,95%,0%,2%,1%,0%,4%
SEL PEACOCK DR,BUSCOMB AVE (LHS),WADIER PL,E1745323  N5917742,Both,2018/2/9,15980,14804,12701,11032,1278,,1150,,1375,,96%,0%,2%,1%,0%,3%
ST LUKES RD,END DIVIDED MEDIAN,JESMOND TCE (MANHOLE LHS),E1753852  N5917363,Both,2018/2/16,27885,27567,28667,24879,1678,,2245,,2236,,92%,1%,3%,2%,0%,5%
ST LUKES RD,FOWLDS AVE,CORNWALLIS ST,E1754600  N5916529,Both,2018/2/16,22014,21671,22168,19461,1385,,1826,,1867,,91%,1%,2%,3%,0%,5%
STODDARD RD,TORY ST,DENNY AVE,E1754268  N5914141,Both,2018/2/14,15368,14904,14561,12929,908,,1170,,1400,,96%,0%,2%,1%,0%,4%
STREDWICK DR,GLENVAR RD,ALLENDER DR,E1754601  N5937637,Both,2018/3/6,1063,1019,975,840,131,,97,,108,,94%,1%,3%,1%,0%,4%
SWANSON RD (HENDERSON),LARNOCH RD,RAKICH PL,E1743861  N5919155,Both,2018/2/9,25667,23553,19860,16674,2251,,1751,,1920,,94%,0%,3%,2%,0%,5%
SWANSON RD (HENDERSON),LINCOLN RD (MANHOLE RHS),STURGES RD,E1744989  N5917800,Both,2018/2/19,26979,25783,24380,21209,1918,,1849,,2187,,93%,1%,2%,2%,0%,5%
SWANSON RD (HENDERSON),RANUI STATION RD,ARNEY RD,E1742746  N5919032,Both,2018/2/9,13394,12478,10999,9378,906,,964,,1037,,91%,1%,5%,2%,0%,7%
SWANSON RD (HENDERSON),RATHGAR RD,BRICK ST,E1744054  N5918590,Both,2018/2/9,17132,15624,12919,10787,1432,,1263,,1322,,95%,0%,3%,1%,0%,4%
TE PAI PL,LINCOLN RD,WAIPAREIRA AVE,E1745396  N5919181,Both,2018/2/19,8888,8015,6375,5290,810,,603,,845,,95%,0%,3%,1%,0%,4%
UNIVERSAL DR,LINCOLN RD,SOLJAN DR,E1745446  N5919757,Both,2018/2/21,9428,8794,7712,6701,715,,821,,901,,94%,0%,3%,2%,0%,5%
UNIVERSAL DR,MEADOWCROFT WAY,LINCOLN GARDEN CL,E1743928  N5919537,Both,2018/2/16,23459,23047,23418,20619,1473,,1700,,1779,,92%,1%,4%,1%,0%,6%
WHITE SWAN RD,PASCOE ST,HAYCOCK AVE,E1753476  N5913045,Both,2018/2/13,15914,14979,13630,11651,1432,,995,,1531,,95%,0%,3%,1%,0%,4%
COSGRAVE RD,OLD WAIROA RD,FERNAIG ST,E1774008  N5897578,Both,2018/2/26,16115,15263,13946,12318,1195,,1275,,1439,,92%,1%,4%,2%,1%,7%
HENDERSON VALLEY RD,CANDIA RD,GUM RD,E1742121  N5915295,Both,2018/2/9,3758,3325,2392,2093,509,,263,,501,,94%,1%,4%,1%,0%,5%
BAWDEN RD (RURAL),OREGON PARK,TOP RD,E1749113  N5940327,Both,2018/2/15,880,813,700,590,111,,74,,99,,91%,2%,5%,2%,0%,7%
DUREY RD,AWANOHI RD,S HWAY 17,E1749792  N5938080,Both,2018/2/14,1142,1064,929,809,109,,88,,123,,91%,2%,5%,2%,0%,7%
ESCOTT RD,BLACKBRIDGE RD,CUL-DE-SAC,E1744595  N5938187,Both,2018/2/14,478,473,471,450,50,,51,,59,1830,94%,3%,2%,1%,0%,3%
FROST RD 2 (MATHESON BAY),LEIGH RD,GATE,E1760731  N5981781,Both,2018/2/15,77,77,62,94,13,730,14,,15,1830,94%,1%,3%,2%,0%,5%
HARDLEY AVE (TINDALLS BAY),WHANGAPARAOA RD,TINDALLS BAY RD,E1758408  N5945735,Both,2018/2/15,316,319,269,382,31,730,42,,61,1830,95%,2%,2%,1%,0%,3%
HOBSON RD,STATE HIGHWAY 17,RIDGE RD,E1749773  N5934635,Both,2018/2/14,989,902,750,616,154,730,71,,120,1830,92%,2%,4%,2%,0%,6%
KAWERAU AVE,LAKE RD,REGENT ST,E1759787  N5924277,Both,2018/2/16,875,844,774,760,82,730,72,,98,1830,94%,1%,5%,0%,0%,5%
KENNEDYS RD,SH 16,END (POWERPOLE LHS),E1742459  N5926932,Both,2018/2/21,63,62,71,49,10,645,15,,12,1830,95%,1%,4%,0%,0%,4%
KINGSWAY RD,KAURI RD,THE TERRACE,E1747053  N5928528,Both,2018/2/21,2236,2207,2210,2060,176,645,206,,216,1830,91%,2%,6%,1%,0%,7%
LEIGH RD (LEIGH),MATAKANA VALLEY RD,URBAN_RURAL,E1754215  N5975676,Both,2018/2/8,8634,8214,8020,6307,814,,810,,903,,92%,2%,4%,2%,0%,6%
LEIGH RD (LEIGH),OMAHA VALLEY RD,RURAL_URBAN,E1756902  N5979505,Both,2018/2/15,3054,3225,4025,3278,268,,417,,383,,93%,2%,4%,1%,0%,5%
LEIGH RD (LEIGH),TAKATU RD,OMAHA VALLEY RD,E1755608  N5977663,Both,2018/2/15,3891,4064,4983,4009,331,,539,,451,,88%,2%,7%,2%,1%,10%
MARLBOROUGH AVE,MULBERRY PL,CHEQUERS AVE,E1754010  N5927622,Both,2018/2/16,1115,1079,1026,948,137,,102,,115,,98%,0%,1%,1%,0%,2%
MATHESON RD 2 (WELLSFORD),WORTHINGTON RD,MATHESON RD SIGN,E1737586  N5982477,Both,2018/2/13,1784,1660,1425,1277,173,,184,,230,,88%,3%,4%,3%,2%,9%
MAYS ST,BAYSWATER AVE,KERR ST,E1760589  N5922410,Both,2018/2/16,303,299,293,285,51,,41,,40,,96%,0%,4%,0%,0%,4%
MOORE ST (GLENFIELD),MCDOWELL CRES,MANNERING PL,E1754469  N5926000,Both,2018/2/21,2871,2686,2237,2208,543,,205,,304,,97%,0%,3%,0%,0%,3%
OMANA RD (MILFORD),CRAIG RD,INGA RD,E1757721  N5929372,Both,2018/2/23,2095,2284,2794,2724,243,,251,,258,,95%,0%,4%,1%,0%,5%
PICASSO DR,MARINA VIEW DR,VERMEER PL,E1746270  N5924166,Both,2018/2/10,966,854,644,504,178,,82,,168,,96%,1%,3%,0%,0%,3%
QUEENS PARADE,GARDEN TCE,HUIA ST,E1759858  N5922287,Both,2018/2/22,2724,2516,2090,1899,234,,275,,381,,96%,0%,3%,1%,0%,4%
RAHUIKIRI RD,PAKIRI BLOCK RD,START OF SEAL,E1753050  N5988983,Both,2018/2/10,61,52,35,23,10,645,10,,13,,84%,1%,10%,5%,0%,15%
ROLAND RD,GREENHITHE RD,WAIPUIA PL,E1749194  N5928912,Both,2018/2/22,2244,2190,2045,2070,200,,216,,237,,94%,1%,5%,0%,0%,5%
SANDSPIT RD (SANDSPIT),VIPONDS CULVERT,HAMILTON RD,E1749425  N5971140,Both,2018/2/20,8965,8498,7760,6903,700,,821,,798,,94%,2%,3%,1%,0%,4%
MATAKANA RD,URBAN_RURAL,GOLF RD,E1749011  N5972255,Both,2018/2/8,8811,8085,6982,5561,749,,747,,854,,92%,2%,5%,1%,0%,6%
SARTORS AVE,NORTHCROSS_SHERWOOD BNDRY,ROBIN LANE,E1754544  N5935357,Both,2018/2/16,3896,3602,3241,2492,552,,343,,397,,97%,0%,2%,1%,0%,3%
SOUTH HEAD RD,MCLEOD RD,FULLER RD,E1715729  N5956823,Both,2018/2/13,476,465,396,477,57,,70,,69,,87%,3%,8%,1%,1%,10%
SOUTH HEAD RD,SHINE RD,MCLEOD RD,E1717846  N5953158,Both,2018/2/13,799,748,581,662,94,,84,,91,,84%,2%,8%,4%,2%,14%
SOUTH HEAD RD,TARAWERA RD,BRIDGE,E1720784  N5946154,Both,2018/2/13,2111,2089,2049,2019,198,,205,,212,,85%,4%,8%,2%,1%,11%
STREDWICK DR,SUMMIT DR,MARINA RD,E1755572  N5937221,Both,2018/2/15,1423,1354,1268,1097,144,,122,,150,,86%,1%,11%,2%,0%,13%
TARGET RD,SUNSET RD,CHEVAL DR,E1755039  N5929339,Both,2018/2/22,11959,11008,9380,7879,1150,,934,,1000,,95%,0%,4%,1%,0%,5%
TOTARA RD (WHENUAPAI),SPEED DERESTRICTION,DALE RD,E1743985  N5927135,Both,2018/2/13,2982,2834,2601,2329,249,,237,,289,,91%,2%,4%,2%,1%,7%
VAUGHANS RD,OKURA RIVER RD,WIDTH CHANGE,E1754128  N5938469,Both,2018/2/14,702,700,767,620,61,,73,,77,,93%,2%,2%,2%,1%,5%
WADE RIVER RD,WHANGAPARAOA RD,LINK CRES,E1756234  N5943930,Both,2018/2/9,4825,4450,3934,3090,467,,482,,550,,97%,1%,1%,1%,0%,2%
WAINUI RD (EAST),SILVERDALE ST,URBAN_RURAL,E1750010  N5946523,Both,2018/2/15,2753,2550,2304,1781,252,,253,,352,,92%,1%,4%,2%,1%,7%
WATERLOO RD (SILVERDALE),WAINUI RD,END OF SEAL,E1749066  N5946557,Both,2018/2/13,126,115,107,67,24,,22,930,19,,94%,0%,5%,1%,0%,6%
WHANGAPARAOA RD,DOBELL RD,D'OYLY DR,E1753830  N5945522,Both,2018/2/9,29419,27291,24158,19785,2171,,2160,930,2369,,96%,1%,2%,1%,0%,3%
WHANGARIPO VALLEY RD,RUSTYBROOK RD,BORROWS RD,E1738630  N5982572,Both,2018/2/10,1564,1332,849,653,156,,161,930,220,,85%,2%,9%,2%,2%,13%
WHANGARIPO VALLEY RD,WAYBY VALLEY RD,TOMARATA VALLEY RD,E1740839  N5983625,Both,2018/2/10,1697,1423,830,649,190,,165,930,231,,78%,2%,6%,5%,9%,20%
WHAREHINE RD,RUN RD,PAH HILL RD,E1727665  N5980316,Both,2018/2/10,460,416,348,267,47,,43,930,56,1745,83%,3%,9%,2%,3%,14%
WISELEY RD,LIMEBURNERS CL,WILLIAMS RD RAB,E1746945  N5926005,Both,2018/2/10,2137,1962,1641,1408,207,,154,930,238,1745,93%,0%,6%,1%,0%,7%
DALE RD (WAITAKERE),TOTARA RD,RIVERLEA RD,E1743982  N5927385,Both,2018/2/13,1432,1324,1122,986,125,,114,,145,,90%,1%,6%,2%,1%,9%
MATAKANA RD,SHARP RD,RURAL_URBAN,E1753216  N5974185,Both,2018/2/8,10250,9490,8449,6733,927,,915,,954,,93%,2%,4%,1%,0%,5%
MATAKANA VALLEY RD,MATAKANA RD,URBAN_RURAL,E1753886  N5975848,Both,2018/2/8,6123,5901,6518,4178,518,,771,,574,,92%,0%,5%,3%,0%,8%
WHANGAPARAOA RD,ARKLES DR,RAKINO AVE,E1756811  N5943674,Both,2018/2/17,22513,21946,21949,19108,1631,,1876,,1890,,95%,1%,3%,1%,0%,4%
WHANGAPARAOA RD,BRIGHTSIDE RD,WIRIANA PL,E1754469  N5945090,Both,2018/2/9,27420,25388,22323,18293,1984,,2009,,2255,,96%,1%,2%,1%,0%,3%
WHANGAPARAOA RD,BRIXTON RD,BEACH RD,E1757674  N5944350,Both,2018/2/17,17008,16655,16862,14679,1259,,1423,,1485,,95%,1%,3%,1%,0%,4%
WHANGAPARAOA RD,KAREPIRO DR,WOOLWORTHS DRIVEWAY,E1755878  N5944194,Both,2018/2/9,24115,22672,20755,17377,1730,,1917,,1961,,95%,1%,3%,1%,0%,4%
WHANGAPARAOA RD,RAKINO AVE,ZEALANDIA RD,E1757299  N5943778,Both,2018/2/17,19460,19006,19060,16684,1427,,1612,,1707,,96%,1%,2%,1%,0%,3%
WHANGAPARAOA RD,ROBERTS RD,GULF HARBOUR DR,E1758742  N5946499,Both,2018/2/17,14119,13838,13982,12288,1184,,1177,,1245,,96%,1%,2%,1%,0%,3%
WRIGHT RD 2 (REDVALE),AWANOHI RD,ALBANY HEIGHTS RD,E1751585  N5937419,Both,2018/2/15,288,281,310,213,38,,30,1130,42,1415,95%,1%,4%,0%,0%,4%
BROOKSIDE RD,GLENBROOK RD,REG BENNETT RD,E1755092  N5881219,Both,2018/2/9,2226,1833,963,740,256,,160,,222,,75%,1%,16%,2%,6%,24%
GLENBROOK RD,KINGSEAT RD,PEARSON RD,E1760063  N5884867,Both,2018/2/9,10543,9377,7147,5776,921,,650,,1037,,86%,2%,10%,1%,1%,12%
HULL RD (WAIUKU),SPEED DERESTRICTION,TOWERS RD (CITY BOUNDARY),E1754153  N5874488,Both,2018/2/19,601,584,587,496,57,,84,,78,,91%,3%,6%,0%,0%,6%
KINGSEAT RD,GLENBROOK RD (LHS),IRWIN RD,E1760239  N5885346,Both,2018/2/9,5953,5304,4058,3301,591,,386,,583,,87%,2%,11%,0%,0%,11%
LINWOOD RD,SPEED DERESTRICTION,SPEED RESTRICTION,E1760890  N5889968,Both,2018/2/7,6874,6146,4698,3950,735,,405,,657,,90%,1%,9%,0%,0%,9%
LINWOOD RD,URQUHART RD,CHARLES RD,E1764816  N5891774,Both,2018/2/7,8973,7980,6004,4991,969,,535,,858,,92%,1%,7%,0%,0%,7%
WHANGAPARAOA RD,GULF HARBOUR DR,SIESTA TCE,E1759434  N5946975,Both,2018/2/20,5726,5795,6269,5667,508,,573,,551,,95%,1%,3%,1%,0%,4%
GREAT SOUTH RD (NEWMARKET) (CWC),PURIRI AVE,ATARANGI RD,E1760010  N5915641,Both,2018/3/9,30247,28401,26019,21555,0,645,0,1130,0,1615,93%,1%,3%,3%,0%,6%
KINGSEAT RD,FLETCHER LANE,DAY RD (POWERPOLE LHS),E1761879  N5882914,Both,2018/2/20,3209,3034,2781,2412,323,,271,,320,,90%,3%,5%,1%,1%,7%
GLENBROOK BEACH RD,BROOKSIDE RD (CULVERT RHS),BEACH RD,E1754213  N5881970,Both,2018/2/27,1379,1303,1186,1040,122,,111,,135,,84%,2%,12%,1%,1%,14%
BLEAKHOUSE RD,PAGE PT,OLIVER TWIST AVE,E1771569  N5916506,Both,2018/2/28,1104,1066,976,966,109,,106,,114,,96%,1%,3%,0%,0%,3%
MCINTYRE RD,WOODWARD AVE,SCOTT AVE,E1758801  N5909887,Both,2018/2/28,1993,1940,1952,1662,179,830,194,,223,,97%,1%,2%,0%,0%,2%
TAYLOR RD (MANGERE),WOODWARD AVE,SCOTT AVE,E1763466  N5905865,Both,2018/2/28,1775,1803,2009,1732,177,830,160,,187,,96%,1%,3%,0%,0%,3%
WALLACE RD (MANGERE),BOYD AVE,KOWHAI AVE,E1758378  N5909939,Both,2018/2/28,5709,5551,5765,4544,562,830,504,,594,,95%,1%,4%,0%,0%,4%
WALLACE RD (MANGERE),TAYLOR RD,MATAPOURI RD,E1758152  N5909515,Both,2018/2/28,6239,5992,6057,4692,644,830,561,,639,,93%,1%,5%,1%,0%,6%
BRADBURY RD,HIGHLAND PARK DR,LEXINGTON DR,E1770526  N5914036,Both,2018/3/11,3892,3775,3728,3236,399,,318,,424,,96%,1%,3%,0%,0%,3%
REDOUBT RD (MANUKAU HEIGHTS),HILLTOP RD,MURPHYS RD,E1770297  N5904616,Both,2018/3/1,16803,15927,14356,13122,1369,830,1206,,1535,,93%,1%,5%,1%,0%,6%
REDOUBT RD (MANUKAU HEIGHTS),MURPHYS RD,KINNARD LANE,E1770566  N5904440,Both,2018/3/1,20294,18830,16094,14247,1986,830,1430,,2041,,96%,1%,3%,0%,0%,3%
WOODHOUSE RD,SPEED DERESTRICTION (END K&C RHS),HUNTER RD,E1762857  N5883528,Both,2018/2/28,2186,2008,1866,1261,207,830,218,,216,,87%,2%,10%,1%,0%,11%
APOLLO DR,CONSTELLATION DR,ANTARES PL ,E1754602  N5932066,Both,2018/3/22,23197,20355,14594,11904,2008,,1713,,1817,,96%,0%,3%,1%,0%,4%
BEACH RD (EC BAYS),WESTBOURNE RD,"ACCESSWAY, NO 506",E1756393  N5933722,Both,2018/3/17,6798,6256,5005,4797,703,,494,,716,,92%,0%,7%,1%,0%,8%
BENTLEY AVE,CHARTWELL AVE,BATTLE PL,E1754280  N5927925,Both,2018/2/26,11854,11721,11811,10967,841,,1132,,1240,,97%,0%,2%,1%,0%,3%
CHARTWELL AVE,BENTLEY AVE,CHIVALRY RD,E1754333  N5928018,Both,2018/2/26,10015,9621,9266,8008,792,,858,,996,,95%,0%,4%,1%,0%,5%
CHARTWELL AVE,MALBOROUGH AVE,BENTLEY AVE,E1754368  N5927930,Both,2018/2/26,11766,11280,10735,9395,877,,997,,1185,,98%,0%,1%,1%,0%,2%
FIELDS PARADE,OTEHA VALLEY RD,JOHN JENNINGS DR,E1753766  N5935437,Both,2018/2/19,1979,1899,1818,1579,241,,161,,203,,97%,0%,3%,0%,0%,3%
GARNET RD,NOTLEY ST,NOTTINGHAM ST,E1753455  N5919632,Both,2018/2/23,9296,8928,8517,7501,922,,755,,891,,96%,0%,3%,1%,0%,4%
GARNET RD,WEST VIEW RD,LARCHWOOD AVE,E1753736  N5919147,Both,2018/2/23,9421,8936,8380,7068,1059,,799,,943,,94%,0%,5%,1%,0%,6%
GILLS RD (ALBANY),LIVING STREAM RD,POINT RIDGE AVE,E1751929  N5934815,Both,2018/3/17,4077,3890,3650,3196,513,,297,,335,,95%,0%,2%,3%,0%,5%
GLADSTONE RD (PARNELL),AVON ST,STRATFORD ST,E1759269  N5919933,Both,2018/2/20,9918,9048,7301,6447,1000,,699,,1128,,96%,0%,3%,1%,0%,4%
GROSVENOR ST,CRUMMER RD,WILLIAMSON AVE,E1755348  N5918877,Both,2018/2/23,886,824,709,632,99,,74,,103,,98%,0%,1%,1%,0%,2%
GROSVENOR ST,GREAT NORTH RD,CRUMMER RD,E1755384  N5918831,Both,2018/2/23,1168,1078,999,709,117,,118,,128,,96%,0%,2%,2%,0%,4%
JAEMONT AVE,HIGHLIGHT PDE,SUNRISE LANE,E1747216  N5919117,Both,2018/3/15,773,698,509,515,172,,61,,96,,95%,1%,3%,1%,0%,4%
JAEMONT AVE,TE ATATU RD (SOUTH),MERCHANT AVE,E1747106  N5919010,Both,2018/3/15,1822,1715,1531,1367,251,,144,,143,,95%,1%,3%,1%,0%,4%
OLD MILL RD (GREY LYNN),BULLOCK TRACK,FRANCIS ST,E1753932  N5918982,Both,2018/3/12,10176,9900,9916,8504,1012,,934,,988,,95%,0%,4%,1%,0%,5%
OLD NORTH RD (KUMEU),WAIKOUKOU VALLEY RD,PEAK RD,E1734034  N5934179,Both,2018/2/28,3964,3803,3630,3172,348,,329,,473,,90%,2%,7%,1%,0%,8%
OLD NORTH RD (KUMEU),WAIKOUKOU VALLEY RD,PEAK RD,E1734083  N5933816,Both,2018/2/28,3985,3825,3647,3199,347,,329,,480,,88%,2%,9%,1%,0%,10%
PEAK RD,HVILLE_KUMEU (3RD BRIDGE),OLD NORTH RD,E1734968  N5939580,Both,2018/3/15,1963,1969,1823,2146,183,,202,,291,,89%,4%,4%,2%,1%,7%
POINT WELLS RD,OMAHA FLATS RD,RURAL_URBAN,E1757570  N5978326,Both,2018/2/24,1684,1726,1994,1664,169,,184,,184,,88%,3%,8%,1%,0%,9%
PONDEROSA DR,MARGARET HENRY CRES,MARGARET HENRY CRES WEST,E1753730  N5934759,Both,2018/3/16,2245,2074,1582,1716,355,,212,,247,,98%,0%,2%,0%,0%,2%
RICHMOND RD,HAKANOA ST,WILTON ST,E1754330  N5919371,Both,2018/2/23,11361,10990,10518,9606,885,,989,,933,,95%,0%,4%,1%,0%,5%
SALTAIRE ST,GREAT NORTH RD,END,E1751161  N5916332,Both,2018/3/1,301,304,298,325,34,,36,1300,36,,97%,1%,2%,0%,0%,2%
ST STEPHENS AVE,CORUNNA AVE,BURROWS AVE,E1759150  N5919402,Both,2018/2/20,7406,5290,0,0,1164,,814,1300,1296,,97%,0%,2%,1%,0%,3%
SURREY CRES,BROWNING ST,RICHMOND RD,E1734083  N5933816,Both,2018/3/16,11172,10599,10148,8190,1138,,1045,1300,1101,,96%,0%,3%,1%,0%,4%
SURREY CRES,GILBERT AVE,SHERWOOD AVE,E1754304  N5918925,Both,2018/2/23,11862,11252,10266,9189,1165,,930,1300,1009,,96%,0%,4%,0%,0%,4%
SURREY CRES,PRIME RD,SELBOURNE ST (NORTH),E1754815  N5918895,Both,2018/3/16,12158,11559,11160,8967,1105,,1136,1300,1203,,97%,0%,2%,1%,0%,3%
VERA RD,PORTER AVE,HARDING AVE,E1746885  N5919463,Both,2018/3/15,2049,1873,1461,1409,193,,146,1300,230,,97%,0%,3%,0%,0%,3%
WAITEITEI RD,DAY RD,POOL RD,E1741585  N5987606,Both,2018/3/7,2589,2697,2885,3052,221,,367,1300,314,,89%,3%,6%,1%,1%,8%
WAITEITEI RD,POOL RD,SILVER HILL RD,E1741374  N5989403,Both,2018/3/7,2518,2635,2846,3009,216,,351,1300,313,,88%,3%,7%,1%,1%,9%
